angle_of_attack;Cl;Cd;Cm;t/c ratio
-180;0.0;0.6;0.0;100.0
-175;0.0;0.6;0.0;100.0
-170;0.0;0.6;0.0;100.0
-165;0.0;0.6;0.0;100.0
-160;0.0;0.6;0.0;100.0
-155;0.0;0.6;0.0;100.0
-150;0.0;0.6;0.0;100.0
-145;0.0;0.6;0.0;100.0
-140;0.0;0.6;0.0;100.0
-135;0.0;0.6;0.0;100.0
-130;0.0;0.6;0.0;100.0
-125;0.0;0.6;0.0;100.0
-120;0.0;0.6;0.0;100.0
-115;0.0;0.6;0.0;100.0
-110;0.0;0.6;0.0;100.0
-105;0.0;0.6;0.0;100.0
-100;0.0;0.6;0.0;100.0
-95;0.0;0.6;0.0;100.0
-90;0.0;0.6;0.0;100.0
-85;0.0;0.6;0.0;100.0
-80;0.0;0.6;0.0;100.0
-75;0.0;0.6;0.0;100.0
-70;0.0;0.6;0.0;100.0
-65;0.0;0.6;0.0;100.0
-60;0.0;0.6;0.0;100.0
-55;0.0;0.6;0.0;100.0
-50;0.0;0.6;0.0;100.0
-45;0.0;0.6;0.0;100.0
-40;0.0;0.6;0.0;100.0
-39;0.0;0.6;0.0;100.0
-38;0.0;0.6;0.0;100.0
-37;0.0;0.6;0.0;100.0
-36;0.0;0.6;0.0;100.0
-35;0.0;0.6;0.0;100.0
-34;0.0;0.6;0.0;100.0
-33;0.0;0.6;0.0;100.0
-32;0.0;0.6;0.0;100.0
-30;0.0;0.6;0.0;100.0
-28;0.0;0.6;0.0;100.0
-26;0.0;0.6;0.0;100.0
-24;0.0;0.6;0.0;100.0
-22;0.0;0.6;0.0;100.0
-20;0.0;0.6;0.0;100.0
-18;0.0;0.6;0.0;100.0
-16;0.0;0.6;0.0;100.0
-14;0.0;0.6;0.0;100.0
-12;0.0;0.6;0.0;100.0
-10;0.0;0.6;0.0;100.0
-8;0.0;0.6;0.0;100.0
-6;0.0;0.6;0.0;100.0
-4;0.0;0.6;0.0;100.0
-2;0.0;0.6;0.0;100.0
0;0.0;0.6;0.0;100.0
2;0.0;0.6;0.0;100.0
4;0.0;0.6;0.0;100.0
6;0.0;0.6;0.0;100.0
8;0.0;0.6;0.0;100.0
10;0.0;0.6;0.0;100.0
12;0.0;0.6;0.0;100.0
14;0.0;0.6;0.0;100.0
16;0.0;0.6;0.0;100.0
18;0.0;0.6;0.0;100.0
20;0.0;0.6;0.0;100.0
22;0.0;0.6;0.0;100.0
24;0.0;0.6;0.0;100.0
26;0.0;0.6;0.0;100.0
28;0.0;0.6;0.0;100.0
30;0.0;0.6;0.0;100.0
32;0.0;0.6;0.0;100.0
33;0.0;0.6;0.0;100.0
34;0.0;0.6;0.0;100.0
35;0.0;0.6;0.0;100.0
36;0.0;0.6;0.0;100.0
37;0.0;0.6;0.0;100.0
38;0.0;0.6;0.0;100.0
39;0.0;0.6;0.0;100.0
40;0.0;0.6;0.0;100.0
45;0.0;0.6;0.0;100.0
50;0.0;0.6;0.0;100.0
55;0.0;0.6;0.0;100.0
60;0.0;0.6;0.0;100.0
65;0.0;0.6;0.0;100.0
70;0.0;0.6;0.0;100.0
75;0.0;0.6;0.0;100.0
80;0.0;0.6;0.0;100.0
85;0.0;0.6;0.0;100.0
90;0.0;0.6;0.0;100.0
95;0.0;0.6;0.0;100.0
100;0.0;0.6;0.0;100.0
105;0.0;0.6;0.0;100.0
